OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
700,15000US230310301001,2131,491,343,,48229.0,0.07912087912087912,0.0843520781364889,0.0,48229.0,0.29773030667859773,0.15135135121499876,0.6607142853210034,0.005307855620692297,0.12101910815178439,0.09978768566901519,0.23574508853102777,0.33244325723305307
701,15000US230310301003,1063,179,202,,53750.0,0.07457627118644068,0.0691144706930573,0.0691144706930573,53750.0,0.443155451407992,0.09811320736205055,0.5935050385291097,0.01255230122897008,0.05230125512070867,0.13179916290418586,0.09315589344757043,0.15313225022475116
702,15000US230310280012,1041,320,94,,76563.0,0.038461538461538464,0.10173697245226558,0.0,76563.0,0.279005524091145,0.03362831852455165,0.7027363175339101,0.0,0.16117216087697406,0.13369963345476257,0.021133525435990848,0.05524861863190989
703,15000US230310280022,856,56,510,,82188.0,0.0,0.6124401908014926,0.5521531095194706,82188.0,0.7901234548392013,0.13580246880048774,0.4945054939017027,0.06571428552653061,0.15428571384489795,0.0,0.010526315777162204,0.04938271592745008
704,15000US230310301002,1169,193,231,,31854.0,0.14461538461538462,0.10542635642569557,0.0,31854.0,0.4228769490071457,0.1459731541174947,0.6108422065722727,0.0,0.05893909615139667,0.3477406672932403,0.08041060728792933,0.16291161150275285
705,15000US230310360016,403,72,174,,73188.0,0.0,0.67518248051974,0.6405109477362939,73188.0,0.5561797721562934,0.0,0.4350453159062075,0.0,0.2916666646412037,0.0,0.0,0.0
706,15000US230310240002,2301,803,73,,68516.0,0.03074670571010249,0.10744810731691318,0.06471306463404998,68516.0,0.22571819394566595,0.029320987631696768,0.8399222288788578,0.0,0.020667726533650455,0.09300476940142705,0.05215123856925196,0.15868673028907423
707,15000US230310350002,2474,783,174,,93151.0,0.08827404479578392,0.0,0.0,93151.0,0.1992238031057907,0.06495468273039676,0.7312295969906258,0.03231017767987869,0.021001615491921147,0.11470113076356935,0.0,0.033635187537341286
708,15000US230310350001,2375,597,231,,72375.0,0.07180851063829788,0.03151260500891533,0.0,72375.0,0.1735357915688332,0.07481481475939643,0.7234726684225762,0.009607686141226831,0.049639711729671965,0.11048839062410856,0.11789473679246538,0.06941431662753328
709,15000US230310051003,1318,360,166,,85257.0,0.03036876355748373,0.0654761903462774,0.0654761903462774,85257.0,0.2377919315545819,0.03756476679071921,0.7797979790103051,0.017496635238900896,0.013458950183769918,0.16285329722361602,0.0288315629523281,0.040339702674438
710,15000US230310302021,1004,270,179,,58750.0,0.07142857142857142,0.0,0.0,58750.0,0.3887530552842224,0.05060728734694881,0.6465968577924125,0.0,0.0980810232450298,0.06396588472501943,0.044820717086831954,0.08312958414882743
711,15000US230310302012,1612,402,139,,48668.0,0.03926701570680628,0.18963337523434465,0.010113780012498382,48668.0,0.2152886112085981,0.14494518861760636,0.6310530356410046,0.0,0.09686609672811097,0.07122507112361101,0.1565656564668146,0.24960998400996884
712,15000US230310302022,1638,639,110,,31500.0,0.1513157894736842,0.08307692294911243,0.043076923010650886,31500.0,0.23489932846493403,0.1557271555267347,0.7227906970020551,0.0,0.20426829237154223,0.18902438995575552,0.3229548227576588,0.3892617443133192
713,15000US230310302023,1542,282,287,,50179.0,0.27472527472527475,0.1216848672048598,0.0,50179.0,0.37300177553640895,0.012345678995410591,0.5753749008876283,0.013888888869598765,0.3180555551138117,0.1763888886439043,0.17449664417819016,0.22735346318409688
714,15000US230099651003,840,151,105,,46364.0,0.3433333333333333,0.5448460501407684,0.43373493917840034,46364.0,0.27941176388408306,0.1315240080761503,0.6833095567998437,0.06009615370169194,0.1394230765879253,0.20673076873382026,0.1738095236026077,0.20588235233564015
715,15000US230099655033,1428,281,370,,25587.0,0.2085889570552147,0.16899766880070202,0.04895104889399644,25587.0,0.3646563809752365,0.2555248615255181,0.6262975773128913,0.0,0.3432281997342705,0.07792207777751006,0.11417910439240364,0.23702664763390371
716,15000US230099659002,1446,139,262,,29196.0,0.0,0.246392896507888,0.18645948924921255,29196.0,0.3431516931617795,0.06969696962656871,0.7574598310960521,0.00542888164448547,0.28555917449993573,0.014115092275662223,0.21690921675889865,0.1192930778802753
717,15000US230310360022,490,123,67,,57026.0,0.22994652406417113,0.0,0.0,57026.0,0.2772277213998628,0.12345678961540416,0.6428571411564626,0.0,0.0563380279045163,0.2676056325464524,0.17551020372344855,0.0
718,15000US230310360021,1211,208,288,,75250.0,0.028634361233480177,0.3433962259831494,0.13584905643289427,75250.0,0.42145593788993113,0.043902438953004164,0.5896452535094484,0.0,0.14455782288340507,0.09353741480690916,0.02807597024931794,0.0
719,15000US230310303002,1225,185,152,,56677.0,0.05060240963855422,0.08435852357757728,0.08435852357757728,56677.0,0.2264875235576055,0.06596701639285305,0.6280602630620901,0.0,0.04173354728453684,0.11556982324948664,0.06459731538204923,0.08829174647160894
720,15000US230310350003,1122,234,179,,42324.0,0.0,0.14542483636368492,0.0,42324.0,0.3843212229745292,0.10350584289898858,0.6745495487899217,0.020484171284014578,0.15828677810374903,0.020484171284014578,0.054367201377569334,0.08795411073048927
721,15000US230310350004,1259,300,149,,75966.0,0.039634146341463415,0.11832061046122021,0.0839694654886079,75966.0,0.24025973973969753,0.018867924502873418,0.765737873306772,0.015109890089134766,0.0796703295608924,0.012362637345655719,0.0,0.09956709935158636
722,15000US230310240003,3265,883,280,,46484.0,0.07127429805615551,0.2795838749807647,0.22431729504270656,46484.0,0.292418772299261,0.12726211317731342,0.654316271713401,0.0113712374505878,0.12709030091833423,0.16254180591134326,0.18571428565661047,0.18682310452452786
723,15000US230310240001,1362,312,105,,72917.0,0.16447368421052633,0.27057182667981616,0.27057182667981616,72917.0,0.23518164390978652,0.01726427620549233,0.7063789862041472,0.0,0.021621621592403214,0.13513513495252008,0.030147058801362453,0.11472275312672514
724,15000US230310302024,543,66,207,,59808.0,0.0,0.0,0.0,59808.0,0.4700854680765578,0.0,0.4842767285444932,0.14718614654897771,0.03896103879237645,0.09090909051554506,0.10810810786462138,0.0
725,15000US230310380022,745,126,158,,57132.0,0.0,0.19088937051867816,0.1409978304967509,57132.0,0.34316353795398513,0.088607594749773,0.7236641210325738,0.0,0.09953703680662723,0.20833333285108024,0.04832214758614477,0.013404825701327545
726,15000US230310380015,1048,79,499,,31928.0,0.0,0.039942938602078544,0.039942938602078544,31928.0,0.6315007420037136,0.02981651369308139,0.44994839994845365,0.0,0.08274231658926166,0.26950354546216654,0.17461832044406647,0.0
727,15000US230310380021,1682,286,246,,75337.0,0.0547112462006079,0.047306176021936694,0.021024967120860754,75337.0,0.29793103407181926,0.048022598824837476,0.762277579528628,0.035608308570120366,0.03264094952261034,0.09297725015531429,0.02089552237558476,0.024827586172651607
728,15000US230310380014,867,43,152,,28921.0,0.0,0.030852994499359358,0.030852994499359358,28921.0,0.24906366994557366,0.1392405060353576,0.7135922321436987,0.0,0.08578431351523452,0.1446078427828239,0.10274790907676475,0.048689138485600865
729,15000US230310360012,1409,358,173,,73780.0,0.0,0.7265939111277461,0.6151636986702104,73780.0,0.3907563017000918,0.053855569089528064,0.7664165095999844,0.0,0.235446312761389,0.12936610591285108,0.07523065998919044,0.014705882322046466
