OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
548,15000US230050170022,1619,290,238,,98047.0,0.04355108877721943,0.3531187119183916,0.2937625751571805,98047.0,0.25972006180447893,0.11961722476591652,0.7323055355765202,0.0,0.02934782605505671,0.1282608694258034,0.04853764776071086,0.007776049754625117
549,15000US230010465002,992,156,118,,69864.0,0.2007042253521127,0.07780979804665765,0.0,69864.0,0.4999999984375,0.09935897419974524,0.7388758773549463,0.0,0.03914590740365497,0.11921708163840376,0.012096774181354058,0.0
550,15000US230010105002,1308,344,186,,29408.0,0.10945273631840796,0.058192955500470205,0.0,29408.0,0.273170731263137,0.007999999989333333,0.7747933876293457,0.0,0.06182795690614522,0.19489247285632733,0.09709480114901008,0.19837398341727808
551,15000US230010107002,2227,502,231,,59643.0,0.10835509138381201,0.0499001995509978,0.0,59643.0,0.21428571406062424,0.07090103392104798,0.7538377188849573,0.0,0.10572337034521194,0.11049284569913127,0.07865168535790935,0.08403361335710754
552,15000US230010102002,1623,377,245,,43351.0,0.09748427672955975,0.1207502929416761,0.0,43351.0,0.3519999995306667,0.05918618981604662,0.664526484217876,0.0,0.01703800784136565,0.1743119263770486,0.11583487361932539,0.1746666664337778
553,15000US230010208002,2110,334,459,,48150.0,0.0783132530120482,0.06775956276747588,0.022950819647048284,48150.0,0.38335287176629207,0.10517529206579691,0.6696478475854399,0.0,0.02332089550063349,0.12220149242331949,0.04139650870753291,0.049237983529615496
554,15000US230010208004,2391,666,324,,44063.0,0.15098039215686274,0.07284768205028601,0.0,44063.0,0.2530612242315702,0.11926605495468955,0.7258601549800997,0.01215277776722849,0.035590277746883434,0.1614583331931785,0.2032176121070205,0.1755102039025406
555,15000US230010203004,1445,405,218,,21656.0,,0.08253094899239209,0.0,21656.0,0.39430284798455345,0.029007633543499795,0.6104380236622199,0.047169811246588346,0.07232704391143546,0.14308176078131798,0.4482517479382855,0.6011993993985016
556,15000US230010104001,1855,533,320,,57016.0,0.16188524590163936,0.061102831503572534,0.0,57016.0,0.35079365023683545,0.010989010976935153,0.6449326714068514,0.0,0.04333333328518518,0.16333333315185186,0.02286049236643582,0.10793650776518014
557,15000US230010101002,839,160,197,,18900.0,0.23529411764705882,0.1884550081690068,0.0,18900.0,0.45397489444775124,0.1905940589341731,0.5838150280580707,0.0,0.09785932691786138,0.27522935695648515,0.28247914149883296,0.4142259405560127
558,15000US230010105001,820,187,106,,39485.0,0.16129032258064516,0.054892601300972316,0.0,39485.0,0.20454545402892563,0.16593886426650903,0.727828745064482,0.0,0.13874345513417943,0.2015706801006003,0.28462515846934544,0.35101010012371187
559,15000US230010204003,1408,572,58,,12848.0,0.6951219512195121,0.26857887839820227,0.0,12848.0,0.3761140813259999,0.33809523729024943,0.4833141536440574,0.10791366867656954,0.1618705030148543,0.2050359704854821,0.5830965904949598,0.7878787864743694
560,15000US230010208003,586,119,75,,69107.0,0.23121387283236994,0.2264150936276255,0.0,69107.0,0.35365853514772955,0.03380281680618925,0.7334710728647292,0.0,0.04373177829815808,0.2099125358311588,0.1399317403755431,0.235772356765153
561,15000US230010208001,2430,463,353,,49471.0,0.401219512195122,0.0303326809879328,0.0,49471.0,0.33097880894956727,0.030640668502339364,0.7154957644666189,0.011494252865305851,0.017241379297958777,0.28089080439591174,0.04788371096712967,0.07265388489136843
562,15000US230010102001,832,127,129,,38686.0,0.1282051282051282,0.19999999957894737,0.0,38686.0,0.21052631523545706,0.20220588198123918,0.758716874813505,0.11059907808617724,0.03456221190193039,0.06682027634373208,0.1083743841029872,0.16315789430747923
563,15000US230010209003,1557,539,224,,50156.0,0.183206106870229,0.08319467540233831,0.0,50156.0,0.3049001809348454,0.062068965431629014,0.6621004560163466,0.02058823526384083,0.0485294116933391,0.17205882327638408,0.0693641618051611,0.15063520843804862
564,15000US230010102003,2174,447,331,,60958.0,0.13036020583190394,0.14084507026994034,0.0,60958.0,0.31525851158227175,0.06010016689474109,0.6575192092988368,0.021314387192438375,0.0852575487697535,0.1944937831310002,0.06606152291171885,0.044136191621518044
565,15000US230010465004,1918,573,176,35.0,57353.0,0.16440677966101694,0.10192837451525018,0.06336088145542579,57353.0,0.2300613493403967,0.07737512235320752,0.7188365645991436,0.020169851358630732,0.06581740969658449,0.1125265391586767,0.05243644065019256,0.10736196302551847
566,15000US230010207003,867,195,218,,22373.0,0.014705882352941176,0.08771929805324716,0.0,22373.0,0.2668269224355122,0.007425742555876875,0.6011904752958475,0.0,0.10224438877245788,0.02493765579816046,0.24554707347894775,0.055288461405556585
567,15000US230010201001,1386,358,224,,13608.0,0.0,0.06675062963885312,0.0,13608.0,0.3630229414804009,0.23880596964007256,0.4362790693616008,0.0,0.04201680660499494,0.2100840330249747,0.5603759938102848,0.7017543850178753
568,15000US230010108002,2395,487,546,,72450.0,0.08424507658643327,0.11630036619386412,0.08150183142719612,72450.0,0.330569947843969,0.014184397151942947,0.6458015263889051,0.0,0.15507593912463952,0.07833733007327151,0.06957250625751363,0.03730569944320653
569,15000US230010202002,613,93,66,,41250.0,0.432258064516129,0.2715053756142329,0.0,41250.0,0.3062730616004684,0.09289617460957329,0.7038461524926035,0.0,0.054216867306575704,0.18975903557301496,0.15448504957726736,0.22878228697866315
570,15000US230010301001,2405,454,370,,41146.0,0.4551282051282051,0.057170542580261094,0.007751937976984555,41146.0,0.33915724528349717,0.09176672376349336,0.5927419351851099,0.02549575068413999,0.028328611871266653,0.26817752571465764,0.12747160280712175,0.1603288795885623
571,15000US230010450001,1972,388,231,,56116.0,0.134375,0.1574803147834867,0.11361079852237256,56116.0,0.24432576736405104,0.024956970718625668,0.7068126516381917,0.049426301809862044,0.07502206524711202,0.15445719315581888,0.1023255813424674,0.10680907862909335
572,15000US230010206002,1488,361,236,,56458.0,0.2054794520547945,0.07644305760305295,0.0,56458.0,0.2212837834099936,0.0247524752168905,0.6933560471095774,0.0,0.09010152272829756,0.12690355313844726,0.15322580634863855,0.14020270246587382
573,15000US230010101001,598,22,95,46.0,12924.0,0.0,0.13827160459686025,0.0,12924.0,0.3868194831323224,0.0947867294085937,0.36130136924434697,0.0,0.052356020668293084,0.09424083720292756,0.36622806937230684,0.5616045829180385
574,15000US230010460001,1985,374,179,,60539.0,0.3052147239263804,0.17846153827850098,0.11794871782774491,60539.0,0.16978776508141352,0.04279835387424003,0.7246891647574368,0.0,0.06362854680685422,0.15821152179001588,0.05743073044965706,0.11860174766716386
575,15000US230010204002,967,300,34,,16042.0,0.5384615384615384,0.11970074783117021,0.0,16042.0,0.16713880972481923,0.35694050890385126,0.4971830978912914,0.0,0.23348017518290673,0.22466960253449514,0.550155118355579,0.44759206672070234
576,15000US230010107001,855,143,149,,42353.0,0.30115830115830117,0.05910165470661547,0.0,42353.0,0.3015075369308856,0.13894736812853187,0.6445047481078633,0.0,0.04645476761258003,0.12958435176140745,0.12857142841836736,0.20854271304386254
577,15000US230010301002,1999,506,398,,43654.0,0.2889273356401384,0.11247443751280732,0.0,43654.0,0.38018433135923463,0.0459893047636478,0.5928705437192804,0.013452914783124536,0.08071748869874722,0.12443946174390196,0.06753376684965794,0.19815668179935866
578,15000US230010108001,1655,386,222,,50469.0,0.06551724137931035,0.09584295600941922,0.024249422604792816,50469.0,0.24904214527580826,0.09968847341673055,0.7186567158815994,0.08304498260317765,0.010380622825397206,0.08073817753086715,0.07975830810890736,0.0983397189037807
579,15000US230010302001,2352,502,324,,37778.0,0.3174366616989568,0.0,0.0,37778.0,0.267686424218273,0.08008817040404984,0.7022039975898493,0.0,0.07667731623268584,0.21166134168397654,0.11699402215329034,0.27915869954191325
580,15000US230010302002,1359,343,194,,51375.0,0.2535211267605634,0.05324459225749652,0.0,51375.0,0.3093145864511167,0.05829596403842158,0.6447368414993074,0.0,0.034920634865205344,0.22063492028470646,0.059602648962764786,0.13005272384876498
581,15000US230010410002,2803,618,279,,62545.0,0.15618448637316562,0.1798404639740098,0.1334300216581363,62545.0,0.22192749759334437,0.07607433212771525,0.7632978720020843,0.0,0.06473915772172271,0.10056568189782168,0.03971377458328666,0.05039787793952442
582,15000US230010410001,1702,425,165,,60308.0,0.16792452830188678,0.2428571425680272,0.2130952378415533,60308.0,0.2374213832744947,0.1139896371875755,0.7417371247181113,0.0,0.08538011685920455,0.1918128652727335,0.10999999993529411,0.12106918219957676
583,15000US230010465001,1091,251,169,31.0,44539.0,0.11581920903954802,0.10450819650715533,0.036885245826054826,44539.0,0.37986269935958195,0.027108433694113806,0.7427293056569023,0.043343653183678554,0.09752321966327675,0.3065015475131555,0.1860678275104786,0.16704805453764748
584,15000US230010460003,587,142,39,,54063.0,0.25112107623318386,0.0,0.0,54063.0,0.23766816036920108,0.042207792070753924,0.6567164165101995,0.0,0.0,0.22372881280091927,0.1856899485763374,0.2017937210681896
585,15000US230010203002,2145,398,198,,26611.0,0.0,0.027857828983806118,0.0,26611.0,0.23616600767177273,0.2377740301536475,0.6750142284149037,0.01327433626850184,0.07411504416580195,0.22898230063165675,0.41940085572068436,0.3893280628563952
586,15000US230010415001,2601,693,223,,64348.0,0.17076023391812867,0.062436028595254836,0.005117707261906134,64348.0,0.16703056750324174,0.06889632102414961,0.7467532463802431,0.022988505730611702,0.07471264362448804,0.12499999991020114,0.07286044715772536,0.07860262000152553
587,15000US230010440001,1255,295,159,,34821.0,0.5682382133995038,0.1686217006325195,0.0,34821.0,0.2645502640836856,0.14437086073593264,0.735150924308519,0.0,0.0835913311399515,0.1439628480743609,0.24063745000746017,0.20811287441249934
588,15000US230010209002,1765,388,145,,36705.0,0.06289308176100629,0.11111111092405537,0.0,36705.0,0.2556818176975723,0.1388235292484429,0.6097560971235608,0.0,0.04508196715152737,0.12021857907073964,0.232928679641177,0.35795454477660127
589,15000US230010400001,1520,278,101,,57734.0,0.04819277108433735,0.10857142841632653,0.06142857134081633,57734.0,0.23557692269939595,0.10227272716707363,0.7707006363290599,0.03107019559140369,0.08860759483474386,0.18296892959382172,0.09473684204293628,0.07532051269980687
590,15000US230010202001,527,107,6,,29886.0,0.24242424242424243,0.0581395346583739,0.0,29886.0,0.08641975273078291,0.1101928371620032,0.8306636136598087,0.0,0.00928792566783924,0.20433436469246327,0.16472868185130102,0.148148147538485
591,15000US230010203001,2929,418,411,21.0,43224.0,0.22429906542056074,0.15828402343449108,0.0,43224.0,0.3743409483754992,0.12990007676410448,0.5189423833784758,0.02561837453567281,0.09893992924121914,0.1386925793827804,0.24498567317694434,0.2618629169387295
592,15000US230010440002,844,265,129,,23792.0,0.5411255411255411,0.15502183372265976,0.0,23792.0,0.42894056736707864,0.1977715871928368,0.5780998380384865,0.0,0.03472222210165895,0.11805555514564044,0.42399049830879987,0.38242893958028695
593,15000US230010205001,1257,216,167,,40368.0,0.08086253369272237,0.055130168368866514,0.0,40368.0,0.2382495944274723,0.0980645160024974,0.7084095057509967,0.0,0.05722460649896337,0.12875536462266757,0.09069212403286227,0.0794165314758241
594,15000US230010410003,863,134,153,,40096.0,0.5625,0.10693069285756299,0.0,40096.0,0.29490022107560926,0.06783369788220198,0.6268861445447378,0.0,0.0,0.037558685357843465,0.16338354558124735,0.03325942342957999
595,15000US230010205002,1706,530,260,,39183.0,0.08226221079691516,0.0,0.0,39183.0,0.3977455710181231,0.14395886870956442,0.6366612106082968,0.0,0.009009008995481968,0.12462462443750057,0.31652989430449596,0.28663446008593485
596,15000US230010209001,1175,150,287,,59559.0,0.021660649819494584,0.013435700550027446,0.0,59559.0,0.28793774263047134,0.03565365019413642,0.5625596938275456,0.0,0.0,0.058098591447009525,0.10424354233925871,0.1167315172826235
597,15000US230010207001,1572,351,402,,48333.0,0.08703374777975133,0.06353591151445316,0.0,48333.0,0.34660766910529844,0.05820721762723258,0.6933010486736876,0.0,0.09394313956249303,0.07045735467186977,0.04585987258225486,0.0176991150181429
598,15000US230010430001,1135,282,138,,50250.0,0.252212389380531,0.20550161779045045,0.15857605152333973,50250.0,0.3034623211742112,0.09767441845321796,0.7119205290155403,0.029209621942938795,0.0721649483296135,0.07560137444054747,0.046696035201148865,0.1527494905239318
599,15000US230010415002,1817,402,146,,56013.0,0.21042471042471042,0.1058981231824422,0.0,56013.0,0.15592203874674357,0.1734875443296374,0.7893258421423273,0.0,0.11517761020971194,0.18729816987373718,0.08644729498803831,0.1754122935900865
600,15000US230010415003,1221,221,201,,48137.0,0.29190751445086704,0.20096462990198613,0.0,48137.0,0.34004024076450656,0.02931034477705113,0.5719921098895542,0.0,0.0,0.0532859679337727,0.08599508592465595,0.2535211262504605
601,15000US230010205003,1071,126,200,,31659.0,0.2619047619047619,0.050819672047836606,0.0,31659.0,0.24525043135535332,0.03149606294252588,0.6492842529148423,0.029268292635336108,0.11869918679886311,0.3121951214435852,0.15211267591350922,0.17962003423208975
